origin,destination,flow
8,10,0.006510344827586206
8,11,0.0003068965517241379
8,12,0.0
8,13,0.002096551724137931
8,15,0.0027241379310344828
8,16,0.0
8,17,0.0
8,18,0.0002793103448275862
8,19,0.00028620689655172414
8,21,0.0
8,22,0.0
8,23,0.0
8,28,0.0
8,33,0.00030344827586206897
8,34,0.0
8,36,0.0
8,37,0.0
8,47,0.0
8,48,0.0
8,58,0.0
8,65,0.0
8,90,0.0
8,96,0.0
8,97,0.0
8,108,0.0
9,1,0.0021551724137931034
9,2,0.0
9,3,0.00012413793103448277
9,4,0.02365172413793104
9,5,0.00038275862068965513
9,6,0.006672413793103449
9,7,0.00013448275862068965
9,8,0.014820689655172413
9,9,0.9181793103448277
9,10,0.031610344827586206
9,11,0.0002551724137931035
9,12,0.0
9,13,0.0
9,14,0.0002517241379310345
9,15,0.0005
9,16,0.0
9,17,0.0002551724137931035
9,18,0.0002586206896551724
9,19,0.0
9,20,0.0
9,21,0.0
9,22,0.0002517241379310345
9,23,0.0
9,26,0.0
9,28,0.0
9,33,0.0
9,34,0.00012413793103448277
9,35,0.0
9,37,0.0
9,38,0.0
9,40,0.00012413793103448277
9,41,0.0001206896551724138
9,45,0.0
9,46,0.00012413793103448277
9,48,0.0
9,52,0.0
9,58,0.0
9,60,0.0
9,65,0.0
9,96,0.0
9,97,0.0
9,98,0.0
9,103,0.0
9,108,0.0
10,1,0.000706896551724138
10,2,9.655172413793103e-05
10,3,0.00030344827586206897
10,4,0.0012551724137931034
10,5,0.0002586206896551724
10,6,0.010331034482758617
10,7,0.0
10,8,0.0010206896551724137
10,9,0.014020689655172416
10,10,0.959958620689655
10,11,0.005337931034482759
10,12,0.00010689655172413795
10,13,0.0
10,14,0.0
10,15,0.0009827586206896553
10,16,0.00015172413793103446
10,17,0.0002551724137931035
10,18,0.0007241379310344827
10,19,0.0002137931034482759
10,20,0.00010344827586206896
10,21,0.0
10,22,0.0
10,23,0.00010344827586206896
10,24,0.0
10,26,0.0
10,27,4.8275862068965517e-05
10,28,0.0
10,33,0.00031034482758620686
10,34,4.8275862068965517e-05
10,35,0.00010344827586206896
10,36,5.172413793103448e-05
10,37,0.00010344827586206896
10,38,0.0
10,39,5.172413793103448e-05
10,40,0.0
10,42,0.0
10,45,0.0008827586206896553
10,46,0.0005689655172413793
10,47,5.172413793103448e-05
10,48,0.00020344827586206895
10,49,0.0003586206896551724
10,50,0.0001586206896551724
10,51,5.172413793103448e-05
10,52,4.8275862068965517e-05
10,53,5.172413793103448e-05
10,54,0.0
10,55,0.0
10,56,4.8275862068965517e-05
10,58,0.00020689655172413793
10,59,0.0
10,60,0.0002
10,61,0.0
10,63,0.0
10,65,0.0
10,69,0.0
10,72,0.0
10,82,0.0
10,87,0.0
10,89,0.0
10,90,0.0
10,93,0.0
10,96,0.0
10,97,0.0
10,98,0.0001103448275862069
10,100,0.00010344827586206896
10,103,5.517241379310345e-05
10,108,0.0002551724137931035
11,1,0.0
11,4,0.0
11,6,0.0002448275862068966
11,7,0.0
11,8,0.00024827586206896553
11,9,0.00026206896551724137
11,10,0.025234482758620693
11,11,0.8749862068965515
11,12,0.0
11,13,0.0
11,15,0.0002413793103448276
11,16,0.0
11,17,0.0
11,18,0.00026206896551724137
11,19,0.0
11,20,0.0
11,23,0.0
11,24,0.0
11,30,0.0
11,33,0.0004896551724137932
11,34,0.00577586206896552
11,35,0.0004517241379310345
11,36,0.0002310344827586207
11,37,0.0014275862068965518
11,38,0.0
11,39,0.0
11,40,0.0002310344827586207
11,42,0.0
11,45,0.07340689655172412
11,46,0.009893103448275861
11,47,0.001406896551724138
11,48,0.0018931034482758623
11,49,0.0009275862068965517
11,50,0.001189655172413793
11,52,0.0
11,53,0.0
11,54,0.0
11,56,0.0
11,58,0.00023793103448275862
11,59,0.0
11,60,0.0
11,63,0.0
11,65,0.0
11,75,0.0
11,98,0.0002448275862068966
11,100,0.0007
11,108,0.0
12,1,0.0007241379310344828
12,2,0.0003344827586206897
12,3,0.012182758620689656
12,4,4.8275862068965517e-05
12,5,0.0
12,6,0.0005827586206896552
12,7,0.0
12,8,0.0
12,9,4.8275862068965517e-05
12,10,9.655172413793103e-05
12,11,0.0
12,12,0.845303448275862
12,13,0.030282758620689652
12,14,0.0006758620689655173
12,15,0.08480344827586206
12,16,0.0023689655172413793
12,17,0.0011413793103448274
12,18,0.0008137931034482758
12,19,9.655172413793103e-05
12,20,4.8275862068965517e-05
12,21,0.0
12,22,0.0
12,23,0.0001896551724137931
12,24,9.655172413793103e-05
12,26,9.655172413793103e-05
12,27,0.00014482758620689654
12,28,9.999999999999999e-05
12,29,0.0
12,30,5.172413793103448e-05
12,31,0.0
12,33,4.8275862068965517e-05
12,34,0.0
12,35,5.172413793103448e-05
12,36,4.8275862068965517e-05
12,37,9.655172413793103e-05
12,38,4.8275862068965517e-05
12,39,0.0
12,40,5.172413793103448e-05
12,42,0.0
12,44,0.0
12,45,0.0
12,46,0.0
12,48,0.0
12,49,0.0
12,50,0.0
12,51,0.0
12,52,0.0
12,53,0.0
12,56,0.0
12,58,0.0005793103448275863
12,60,0.00035172413793103447
12,61,0.0
12,63,0.0
12,64,0.0
12,65,0.0
12,66,0.0
12,72,0.0
12,73,0.0
12,74,0.0
12,78,0.0
12,79,0.0
12,81,0.0
12,82,0.0
12,85,0.0
12,87,0.0
12,89,0.0
12,90,0.0
12,92,0.0
12,96,4.482758620689655e-05
12,97,0.0006206896551724137
12,98,0.00019655172413793104
12,99,0.0
12,102,0.0
12,103,0.0056758620689655185
12,108,0.011965517241379307
12,110,0.0
13,1,0.0001103448275862069
13,2,0.0002448275862068966
13,3,0.00045517241379310346
13,4,5.862068965517241e-05
13,5,5.862068965517241e-05
13,6,0.00022758620689655173
13,7,0.0
13,8,0.00011724137931034482
13,9,0.0
13,10,0.0
13,11,0.0
13,12,0.038537931034482754
13,13,0.7973655172413792
13,14,0.012586206896551726
13,15,0.029665517241379308
13,16,0.0036103448275862063
13,17,0.0008689655172413795
13,18,0.0006241379310344828
13,19,0.00017586206896551723
13,20,0.00011724137931034484
13,21,5.862068965517241e-05
13,22,0.0
13,23,5.862068965517241e-05
13,24,0.00011379310344827586
13,25,0.0001103448275862069
13,26,0.0002413793103448276
13,27,0.0
13,28,0.0
13,30,0.0
13,33,0.00012068965517241378
13,34,0.0
13,35,0.0
13,36,5.862068965517241e-05
13,37,0.00011379310344827586
13,38,0.0
13,39,5.517241379310345e-05
13,40,0.00012413793103448277
13,42,0.0
13,45,0.0
13,46,0.0
13,48,0.0
13,49,0.0
13,50,0.0
13,53,5.862068965517241e-05
13,58,0.0
13,60,0.0
13,65,0.0
13,69,5.517241379310345e-05
13,78,0.0
13,96,0.00011379310344827586
13,97,0.04931724137931035
13,98,5.862068965517241e-05
13,99,0.0
13,103,0.00035862068965517247
13,108,0.06414482758620689
14,1,0.0
14,2,0.0
14,3,9.655172413793103e-05
14,4,0.0
14,6,9.655172413793103e-05
14,7,0.0
14,9,0.0002724137931034483
14,12,0.0010689655172413793
14,13,0.01787241379310345
14,14,0.9379586206896552
14,15,0.00696896551724138
14,16,0.0023551724137931035
14,17,0.0066241379310344834
14,18,0.00017586206896551726
14,19,0.0
14,20,9.310344827586207e-05
14,21,0.0001586206896551724
14,22,0.0
14,23,0.00019310344827586207
14,24,0.0
14,25,9.999999999999999e-05
14,26,0.00018275862068965518
14,27,0.0
14,33,9.999999999999999e-05
14,34,0.00010344827586206896
14,35,0.0
14,36,0.0
14,37,0.0
14,43,0.0
14,44,9.655172413793103e-05
14,46,0.0
14,48,9.999999999999999e-05
14,51,9.655172413793103e-05
14,55,0.0
14,58,0.0
14,60,0.0001896551724137931
14,63,0.0
14,66,0.0
14,96,0.0
14,97,0.022944827586206896
14,98,0.0
14,99,0.0
14,108,0.002127586206896552
15,1,0.0010517241379310346
15,2,0.00045517241379310346
15,3,0.005355172413793103
15,4,0.0001517241379310345
15,5,5.517241379310345e-05
15,6,0.0009793103448275864
15,7,9.655172413793105e-05
15,8,5.517241379310345e-05
15,9,8.275862068965519e-05
15,10,0.0002724137931034483
15,11,0.0
15,12,0.024999999999999998
15,13,0.007541379310344828
15,14,0.0013551724137931037
15,15,0.8605068965517241
15,16,0.016399999999999998
15,17,0.0031275862068965514
15,18,0.014558620689655175
15,19,0.003427586206896552
15,20,0.0002448275862068966
15,21,2.7586206896551727e-05
15,22,8.275862068965519e-05
15,23,0.0003724137931034483
15,24,0.00011034482758620692
15,25,0.0
15,26,0.00015172413793103449
15,27,0.0
15,28,0.00013793103448275865
15,29,0.0
15,30,0.0
15,31,0.0
15,32,0.0
15,33,0.0009241379310344827
15,34,0.00042068965517241374
15,35,0.00011034482758620692
15,36,0.00017931034482758626
15,37,0.00016206896551724137
15,38,2.7586206896551727e-05
15,39,5.517241379310345e-05
15,40,5.517241379310345e-05
15,41,2.7586206896551727e-05
15,42,1.3793103448275863e-05
15,43,0.0
15,44,2.7586206896551727e-05
15,45,2.7586206896551727e-05
15,46,1.3793103448275863e-05
15,47,1.3793103448275863e-05
15,48,0.00019310344827586207
15,49,1.3793103448275863e-05
15,50,2.7586206896551727e-05
15,51,5.517241379310345e-05
15,52,0.0
15,53,0.0
15,54,0.0
15,55,0.0
15,56,1.3793103448275863e-05
15,58,6.896551724137931e-05
15,59,0.0
15,60,5.517241379310345e-05
15,61,1.3793103448275863e-05
15,62,0.0
15,63,0.0
15,65,0.0
15,67,0.0
15,68,1.3793103448275863e-05
15,69,0.0
15,70,0.0
15,71,0.0
15,72,0.0
15,73,0.0
15,74,0.0
15,75,0.0
15,79,0.0
15,80,0.0
15,81,0.0
15,82,0.0
15,87,0.0
15,88,0.0
15,90,0.0
15,92,0.0
15,93,0.0
15,95,0.0
15,96,6.896551724137931e-05
15,97,0.004986206896551724
15,98,0.008382758620689655
15,99,1.3793103448275863e-05
15,100,0.0
15,102,2.7586206896551727e-05
15,103,0.0003034482758620689
15,108,0.042141379310344826
15,109,0.0
15,111,0.0
16,1,0.0003172413793103448
16,2,7.241379310344827e-05
16,3,0.00032413793103448275
16,4,5.172413793103448e-05
16,5,0.00012758620689655174
16,6,0.00027241379310344825
16,7,7.93103448275862e-05
16,8,0.0
16,9,0.0
16,10,0.00017931034482758623
16,11,0.0
16,12,0.0008310344827586204
16,13,0.0014172413793103447
16,14,0.0005793103448275861
16,15,0.02899655172413793
16,16,0.8932827586206895
16,17,0.03581724137931035
16,18,0.0013448275862068962
16,19,0.010068965517241379
16,20,0.0007
16,21,7.586206896551724e-05
16,22,7.241379310344827e-05
16,23,0.00039999999999999996
16,24,0.00014482758620689654
16,25,0.0
16,26,9.655172413793103e-05
16,27,0.00015172413793103449
16,28,0.0002551724137931035
16,29,0.0
16,30,0.0
16,33,0.000296551724137931
16,34,0.0005620689655172412
16,35,7.241379310344827e-05
16,36,9.655172413793103e-05
16,37,0.00023103448275862073
16,38,2.4137931034482758e-05
16,39,0.0
16,40,0.0
16,41,0.0
16,43,0.0
16,45,0.0
16,46,2.4137931034482758e-05
16,47,0.0
16,48,0.00010344827586206896
16,49,0.0
16,50,2.4137931034482758e-05
16,51,0.0
16,52,0.0
16,53,0.0
16,54,0.0
16,55,0.0
16,58,0.0
16,60,2.4137931034482758e-05
16,61,0.0
16,62,0.0
16,63,0.0
16,64,0.0
16,65,2.4137931034482758e-05
16,69,0.0
16,71,0.0
16,72,0.0
16,74,0.0
16,75,0.0
16,77,0.0
16,79,0.0
16,82,0.0
16,86,0.0
16,87,0.0
16,89,0.0
16,90,0.0
16,92,0.0
16,93,2.4137931034482758e-05
16,95,0.0
16,96,0.0
16,97,0.012603448275862069
16,98,0.000906896551724138
16,99,2.4137931034482758e-05
16,100,0.0
16,101,0.0
16,102,0.0
16,103,5.172413793103448e-05
16,108,0.009165517241379312
16,110,0.0
17,1,0.0003344827586206897
17,2,0.00021379310344827584
17,3,0.00036551724137931036
17,4,0.00015517241379310346
17,5,3.103448275862069e-05
17,6,0.00012068965517241378
17,7,0.0
17,8,0.0
17,9,0.0
17,10,3.103448275862069e-05
17,11,3.103448275862069e-05
17,12,0.0007206896551724138
17,13,0.0003931034482758621
17,14,0.002351724137931035
17,15,0.0076655172413793125
17,16,0.0419448275862069
17,17,0.8884344827586207
17,18,0.0013034482758620693
17,19,0.016220689655172416
17,20,0.018665517241379312
17,21,0.00012758620689655174
17,22,0.004237931034482758
17,23,0.007658620689655171
17,24,0.001106896551724138
17,25,3.103448275862069e-05
17,26,0.000396551724137931
17,27,0.00021379310344827584
17,28,0.0002689655172413793
17,29,3.103448275862069e-05
17,30,3.103448275862069e-05
17,31,0.0
17,32,0.0
17,33,0.001427586206896552
17,34,0.0006068965517241379
17,35,3.103448275862069e-05
17,36,0.0007965517241379312
17,37,0.00024482758620689653
17,38,2.7586206896551727e-05
17,39,2.7586206896551727e-05
17,40,6.551724137931034e-05
17,41,3.103448275862069e-05
17,42,3.103448275862069e-05
17,44,0.0
17,45,0.0
17,46,0.0
17,47,0.0
17,48,3.4482758620689657e-05
17,49,0.0
17,50,0.0
17,51,3.103448275862069e-05
17,52,0.0
17,53,0.0
17,54,0.0
17,58,0.0
17,63,0.0
17,67,0.0
17,79,0.0
17,87,0.0
17,93,6.206896551724138e-05
17,94,0.0
17,96,2.7586206896551727e-05
17,97,0.0005517241379310345
17,98,0.0012551724137931037
17,99,0.0
17,100,6.206896551724138e-05
17,103,6.206896551724138e-05
17,108,0.0015689655172413796
18,1,0.0021517241379310345
18,2,0.004189655172413791
18,3,0.010072413793103448
18,4,0.0009482758620689656
18,5,0.0009620689655172413
18,6,0.01835862068965517
18,7,0.0
18,8,7.93103448275862e-05
18,9,0.0006482758620689654
18,10,0.0012655172413793103
18,11,7.93103448275862e-05
18,12,0.0009586206896551724
18,13,0.0012586206896551724
18,14,0.00032068965517241375
18,15,0.08512758620689655
18,16,0.003655172413793103
18,17,0.0021310344827586204
18,18,0.834003448275862
18,19,0.0032586206896551713
18,20,0.00032068965517241375
18,21,0.0
18,22,7.93103448275862e-05
18,23,0.0006379310344827586
18,24,0.00024827586206896553
18,26,0.0
18,27,7.586206896551724e-05
18,28,0.00016206896551724135
18,30,0.0
18,32,0.0
18,33,0.009044827586206897
18,34,0.0009448275862068966
18,35,0.00024137931034482756
18,36,0.0003068965517241379
18,37,0.00023793103448275862
18,38,0.0
18,39,0.0
18,40,0.0
18,41,7.93103448275862e-05
18,42,0.0
18,45,0.0
18,47,0.0
18,48,0.00015517241379310346
18,49,0.0
18,51,0.0
18,52,0.0
18,53,0.0
18,58,0.0
18,61,0.0
18,63,0.0
18,67,0.0
18,69,7.93103448275862e-05
18,71,0.0
18,93,0.0
18,96,0.0004724137931034483
18,97,0.0003275862068965517
18,98,0.011865517241379311
18,99,7.93103448275862e-05
18,100,0.0
18,103,0.0
18,108,0.005165517241379311
19,1,0.0
19,2,0.0
19,3,0.0
19,4,0.00019310344827586207
19,5,9.655172413793103e-05
19,6,0.0004827586206896552
19,7,0.0
19,8,0.0
19,9,0.00019310344827586207
19,10,0.0002896551724137931
19,11,0.0
19,12,0.0002931034482758621
19,13,0.0004172413793103448
19,14,0.0
19,15,0.025568965517241377
19,16,0.04005862068965516
19,17,0.05555862068965516
19,18,0.0038482758620689652
19,19,0.770844827586207
19,20,0.034406896551724145
19,21,0.0
19,22,0.0
19,23,0.001458620689655172
19,24,8.96551724137931e-05
19,25,0.0
19,26,0.00029655172413793103
19,27,0.00020344827586206895
19,28,0.00038620689655172413
19,29,9.310344827586207e-05
19,30,0.0
19,32,9.310344827586207e-05
19,33,0.012379310344827586
19,34,0.00673103448275862
19,35,0.0002896551724137931
19,36,9.655172413793103e-05
19,37,0.0008551724137931036
19,38,0.00019655172413793104
19,39,0.0
19,40,0.0004931034482758621
19,41,9.655172413793103e-05
19,42,0.0
19,45,0.00010344827586206896
19,46,0.0
19,47,9.655172413793103e-05
19,48,9.999999999999999e-05
19,49,0.00028620689655172414
19,50,0.0
19,53,0.0
19,55,0.0
19,56,9.999999999999999e-05
19,58,0.0
19,60,0.0
19,61,0.0
19,63,0.0
19,93,9.655172413793103e-05
19,96,9.999999999999999e-05
19,97,0.0005
19,98,0.04092413793103447
19,99,0.0
19,101,0.0
19,103,9.655172413793103e-05
19,108,0.001593103448275862
20,1,0.00047586206896551724
20,2,0.0
20,3,0.0
20,4,9.310344827586207e-05
20,6,9.999999999999999e-05
20,9,0.0
20,10,0.0
20,11,0.0
20,12,0.00018620689655172415
20,13,0.00020344827586206895
20,14,9.999999999999999e-05
20,15,0.001806896551724138
20,16,0.0016068965517241377
20,17,0.058689655172413806
20,18,0.00019655172413793104
20,19,0.0312
20,20,0.8100551724137928
20,21,0.0008655172413793105
20,22,0.0002689655172413793
20,23,0.040520689655172415
20,24,0.001682758620689655
20,25,0.0
20,26,0.0007482758620689654
20,27,0.0002724137931034483
20,28,0.0011551724137931032
20,29,0.0056793103448275865
20,30,0.0
20,31,0.0
20,33,0.00226896551724138
20,34,0.005896551724137932
20,35,0.02069999999999999
20,36,0.009041379310344827
20,37,0.0016034482758620688
20,38,0.0026310344827586204
20,39,0.0
20,40,9.999999999999999e-05
20,41,8.96551724137931e-05
20,42,0.0
20,44,0.0
20,45,0.0
20,46,0.0
20,47,0.0
20,48,0.0
20,49,0.0
20,50,9.999999999999999e-05
20,51,0.0
20,52,0.0
20,53,0.0
20,54,8.96551724137931e-05
20,55,0.0
20,56,0.0
20,58,9.310344827586207e-05
20,60,0.0
20,67,0.0
20,71,0.0
20,84,0.0
20,93,0.0005655172413793103
20,97,0.0
20,98,0.0006655172413793104
20,99,9.999999999999999e-05
20,103,0.0
20,108,9.999999999999999e-05
20,109,0.0
21,1,0.0
21,3,0.0
21,5,0.0
21,6,0.0
21,7,0.0
21,9,0.0
21,10,0.0
21,11,0.0
21,12,0.0
21,13,0.00014482758620689654
21,14,0.00031034482758620686
21,15,0.0001413793103448276
21,16,0.00014827586206896551
21,17,0.00028620689655172414
21,18,0.0
21,19,0.0
21,20,0.0007482758620689654
21,21,0.9306206896551725
21,22,0.05838275862068966
21,23,0.002268965517241379
21,24,0.0003068965517241379
21,25,0.004224137931034483
21,26,0.0003034482758620689
21,27,0.0
21,28,0.0
21,29,0.0
21,30,0.0007379310344827586
21,31,0.00014827586206896551
21,33,0.00015517241379310343
21,34,0.0
21,35,0.0
21,36,0.0001586206896551724
21,37,0.00014482758620689654
21,38,0.0
21,39,0.0
21,40,0.0001586206896551724
21,41,0.0
21,42,0.0
21,43,0.0
21,45,0.0
21,46,0.0
21,48,0.0
21,50,0.0
21,51,0.0
21,52,0.0
21,55,0.0
21,56,0.0
21,58,0.0
21,60,0.0005931034482758621
21,63,0.0
21,64,0.0
21,69,0.0
21,75,0.0
21,93,0.0
21,96,0.0
21,97,0.0
21,98,0.0
21,99,0.0
21,103,0.0
21,108,0.0
21,109,0.0
22,1,0.0
22,2,0.0
22,3,4.8275862068965517e-05
22,4,0.0
22,5,0.0
22,6,0.0
22,7,0.0
22,8,0.0
