Entity,Code,Date,"Government Response Stringency Index ((0 to 100, 100 = strictest))"
Afghanistan,AFG,"Jan 1, 2020",0
Afghanistan,AFG,"Jan 2, 2020",0
Afghanistan,AFG,"Jan 3, 2020",0
Afghanistan,AFG,"Jan 4, 2020",0
Afghanistan,AFG,"Jan 5, 2020",0
Afghanistan,AFG,"Jan 6, 2020",0
Afghanistan,AFG,"Jan 7, 2020",0
Afghanistan,AFG,"Jan 8, 2020",0
Afghanistan,AFG,"Jan 9, 2020",0
Afghanistan,AFG,"Jan 10, 2020",0
Afghanistan,AFG,"Jan 11, 2020",0
Afghanistan,AFG,"Jan 12, 2020",0
Afghanistan,AFG,"Jan 13, 2020",0
Afghanistan,AFG,"Jan 14, 2020",0
Afghanistan,AFG,"Jan 15, 2020",0
Afghanistan,AFG,"Jan 16, 2020",0
Afghanistan,AFG,"Jan 17, 2020",0
Afghanistan,AFG,"Jan 18, 2020",0
Afghanistan,AFG,"Jan 19, 2020",0
Afghanistan,AFG,"Jan 20, 2020",0
Afghanistan,AFG,"Jan 21, 2020",0
Afghanistan,AFG,"Jan 22, 2020",0
Afghanistan,AFG,"Jan 23, 2020",0
Afghanistan,AFG,"Jan 24, 2020",0
Afghanistan,AFG,"Jan 25, 2020",0
Afghanistan,AFG,"Jan 26, 2020",0
Afghanistan,AFG,"Jan 27, 2020",0
Afghanistan,AFG,"Jan 28, 2020",0
Afghanistan,AFG,"Jan 29, 2020",0
Afghanistan,AFG,"Jan 30, 2020",0
Afghanistan,AFG,"Jan 31, 2020",0
Afghanistan,AFG,"Feb 1, 2020",0
Afghanistan,AFG,"Feb 2, 2020",0
Afghanistan,AFG,"Feb 3, 2020",0
Afghanistan,AFG,"Feb 4, 2020",0
Afghanistan,AFG,"Feb 5, 2020",0
Afghanistan,AFG,"Feb 6, 2020",0
Afghanistan,AFG,"Feb 7, 2020",0
Afghanistan,AFG,"Feb 8, 2020",0
Afghanistan,AFG,"Feb 9, 2020",0
Afghanistan,AFG,"Feb 10, 2020",0
Afghanistan,AFG,"Feb 11, 2020",0
Afghanistan,AFG,"Feb 12, 2020",0
Afghanistan,AFG,"Feb 13, 2020",0
Afghanistan,AFG,"Feb 14, 2020",0
Afghanistan,AFG,"Feb 15, 2020",0
Afghanistan,AFG,"Feb 16, 2020",0
Afghanistan,AFG,"Feb 17, 2020",0
Afghanistan,AFG,"Feb 18, 2020",0
Afghanistan,AFG,"Feb 19, 2020",0
Afghanistan,AFG,"Feb 20, 2020",0
Afghanistan,AFG,"Feb 21, 2020",0
Afghanistan,AFG,"Feb 22, 2020",0
Afghanistan,AFG,"Feb 23, 2020",8.33
Afghanistan,AFG,"Feb 24, 2020",8.33
Afghanistan,AFG,"Feb 25, 2020",8.33
Afghanistan,AFG,"Feb 26, 2020",8.33
Afghanistan,AFG,"Feb 27, 2020",8.33
Afghanistan,AFG,"Feb 28, 2020",8.33
Afghanistan,AFG,"Feb 29, 2020",8.33
Afghanistan,AFG,"Mar 1, 2020",27.78
Afghanistan,AFG,"Mar 2, 2020",27.78
Afghanistan,AFG,"Mar 3, 2020",27.78
Afghanistan,AFG,"Mar 4, 2020",27.78
Afghanistan,AFG,"Mar 5, 2020",27.78
Afghanistan,AFG,"Mar 6, 2020",27.78
Afghanistan,AFG,"Mar 7, 2020",27.78
Afghanistan,AFG,"Mar 8, 2020",27.78
Afghanistan,AFG,"Mar 9, 2020",27.78
Afghanistan,AFG,"Mar 10, 2020",27.78
Afghanistan,AFG,"Mar 11, 2020",27.78
Afghanistan,AFG,"Mar 12, 2020",27.78
Afghanistan,AFG,"Mar 13, 2020",27.78
Afghanistan,AFG,"Mar 14, 2020",38.89
Afghanistan,AFG,"Mar 15, 2020",38.89
Afghanistan,AFG,"Mar 16, 2020",38.89
Afghanistan,AFG,"Mar 17, 2020",38.89
Afghanistan,AFG,"Mar 18, 2020",41.67
Afghanistan,AFG,"Mar 19, 2020",41.67
Afghanistan,AFG,"Mar 20, 2020",41.67
Afghanistan,AFG,"Mar 21, 2020",41.67
Afghanistan,AFG,"Mar 22, 2020",41.67
Afghanistan,AFG,"Mar 23, 2020",41.67
Afghanistan,AFG,"Mar 24, 2020",50.93
Afghanistan,AFG,"Mar 25, 2020",59.26
Afghanistan,AFG,"Mar 26, 2020",59.26
Afghanistan,AFG,"Mar 27, 2020",59.26
Afghanistan,AFG,"Mar 28, 2020",67.59
Afghanistan,AFG,"Mar 29, 2020",67.59
Afghanistan,AFG,"Mar 30, 2020",67.59
Afghanistan,AFG,"Mar 31, 2020",67.59
Afghanistan,AFG,"Apr 1, 2020",67.59
Afghanistan,AFG,"Apr 2, 2020",67.59
Afghanistan,AFG,"Apr 3, 2020",67.59
Afghanistan,AFG,"Apr 4, 2020",67.59
Afghanistan,AFG,"Apr 5, 2020",78.7
Afghanistan,AFG,"Apr 6, 2020",78.7
Afghanistan,AFG,"Apr 7, 2020",78.7
Afghanistan,AFG,"Apr 8, 2020",78.7
Afghanistan,AFG,"Apr 9, 2020",78.7
Afghanistan,AFG,"Apr 10, 2020",78.7
Afghanistan,AFG,"Apr 11, 2020",78.7
Afghanistan,AFG,"Apr 12, 2020",84.26
Afghanistan,AFG,"Apr 13, 2020",84.26
Afghanistan,AFG,"Apr 14, 2020",84.26
Afghanistan,AFG,"Apr 15, 2020",84.26
Afghanistan,AFG,"Apr 16, 2020",84.26
Afghanistan,AFG,"Apr 17, 2020",84.26
Afghanistan,AFG,"Apr 18, 2020",84.26
Afghanistan,AFG,"Apr 19, 2020",84.26
Afghanistan,AFG,"Apr 20, 2020",84.26
Afghanistan,AFG,"Apr 21, 2020",84.26
Afghanistan,AFG,"Apr 22, 2020",84.26
Afghanistan,AFG,"Apr 23, 2020",84.26
Afghanistan,AFG,"Apr 24, 2020",84.26
Afghanistan,AFG,"Apr 25, 2020",84.26
Afghanistan,AFG,"Apr 26, 2020",84.26
Afghanistan,AFG,"Apr 27, 2020",84.26
Afghanistan,AFG,"Apr 28, 2020",84.26
Afghanistan,AFG,"Apr 29, 2020",84.26
Afghanistan,AFG,"Apr 30, 2020",84.26
Afghanistan,AFG,"May 1, 2020",84.26
Afghanistan,AFG,"May 2, 2020",84.26
Afghanistan,AFG,"May 3, 2020",84.26
Afghanistan,AFG,"May 4, 2020",84.26
Afghanistan,AFG,"May 5, 2020",84.26
Afghanistan,AFG,"May 6, 2020",84.26
Afghanistan,AFG,"May 7, 2020",84.26
Afghanistan,AFG,"May 8, 2020",84.26
Afghanistan,AFG,"May 9, 2020",84.26
Afghanistan,AFG,"May 10, 2020",84.26
Afghanistan,AFG,"May 11, 2020",84.26
Afghanistan,AFG,"May 12, 2020",84.26
Afghanistan,AFG,"May 13, 2020",84.26
Afghanistan,AFG,"May 14, 2020",84.26
Afghanistan,AFG,"May 15, 2020",84.26
Afghanistan,AFG,"May 16, 2020",84.26
Afghanistan,AFG,"May 17, 2020",84.26
Afghanistan,AFG,"May 18, 2020",84.26
Afghanistan,AFG,"May 19, 2020",84.26
Afghanistan,AFG,"May 20, 2020",84.26
Afghanistan,AFG,"May 21, 2020",84.26
Afghanistan,AFG,"May 22, 2020",84.26
Afghanistan,AFG,"May 23, 2020",84.26
Afghanistan,AFG,"May 24, 2020",84.26
Afghanistan,AFG,"May 25, 2020",84.26
Afghanistan,AFG,"May 26, 2020",84.26
Afghanistan,AFG,"May 27, 2020",84.26
Afghanistan,AFG,"May 28, 2020",84.26
Afghanistan,AFG,"May 29, 2020",84.26
Afghanistan,AFG,"May 30, 2020",84.26
Afghanistan,AFG,"May 31, 2020",84.26
Afghanistan,AFG,"Jun 1, 2020",84.26
Afghanistan,AFG,"Jun 2, 2020",84.26
Afghanistan,AFG,"Jun 3, 2020",84.26
Afghanistan,AFG,"Jun 4, 2020",84.26
Afghanistan,AFG,"Jun 5, 2020",84.26
Afghanistan,AFG,"Jun 6, 2020",84.26
Afghanistan,AFG,"Jun 7, 2020",84.26
Afghanistan,AFG,"Jun 8, 2020",84.26
Afghanistan,AFG,"Jun 9, 2020",78.7
Afghanistan,AFG,"Jun 10, 2020",78.7
Afghanistan,AFG,"Jun 11, 2020",78.7
Afghanistan,AFG,"Jun 12, 2020",78.7
Afghanistan,AFG,"Jun 13, 2020",78.7
Afghanistan,AFG,"Jun 14, 2020",78.7
Afghanistan,AFG,"Jun 15, 2020",78.7
Afghanistan,AFG,"Jun 16, 2020",78.7
Afghanistan,AFG,"Jun 17, 2020",78.7
Afghanistan,AFG,"Jun 18, 2020",78.7
Afghanistan,AFG,"Jun 19, 2020",78.7
Afghanistan,AFG,"Jun 20, 2020",78.7
Afghanistan,AFG,"Jun 21, 2020",78.7
Afghanistan,AFG,"Jun 22, 2020",78.7
Afghanistan,AFG,"Jun 23, 2020",78.7
Afghanistan,AFG,"Jun 24, 2020",78.7
Afghanistan,AFG,"Jun 25, 2020",78.7
Afghanistan,AFG,"Jun 26, 2020",78.7
Afghanistan,AFG,"Jun 27, 2020",78.7
Afghanistan,AFG,"Jun 28, 2020",78.7
Afghanistan,AFG,"Jun 29, 2020",78.7
Afghanistan,AFG,"Jun 30, 2020",78.7
Afghanistan,AFG,"Jul 1, 2020",78.7
Afghanistan,AFG,"Jul 2, 2020",78.7
Afghanistan,AFG,"Jul 3, 2020",78.7
Afghanistan,AFG,"Jul 4, 2020",78.7
Afghanistan,AFG,"Jul 5, 2020",78.7
Afghanistan,AFG,"Jul 6, 2020",78.7
Afghanistan,AFG,"Jul 7, 2020",78.7
Afghanistan,AFG,"Jul 8, 2020",78.7
Afghanistan,AFG,"Jul 9, 2020",78.7
Afghanistan,AFG,"Jul 10, 2020",78.7
Afghanistan,AFG,"Jul 11, 2020",78.7
Afghanistan,AFG,"Jul 12, 2020",78.7
Afghanistan,AFG,"Jul 13, 2020",78.7
Afghanistan,AFG,"Jul 14, 2020",78.7
Afghanistan,AFG,"Jul 15, 2020",78.7
Afghanistan,AFG,"Jul 16, 2020",78.7
Afghanistan,AFG,"Jul 17, 2020",78.7
Afghanistan,AFG,"Jul 18, 2020",78.7
Afghanistan,AFG,"Jul 19, 2020",78.7
Afghanistan,AFG,"Jul 20, 2020",78.7
Afghanistan,AFG,"Jul 21, 2020",78.7
Afghanistan,AFG,"Jul 22, 2020",78.7
Afghanistan,AFG,"Jul 23, 2020",78.7
Afghanistan,AFG,"Jul 24, 2020",78.7
Afghanistan,AFG,"Jul 25, 2020",78.7
Afghanistan,AFG,"Jul 26, 2020",78.7
Afghanistan,AFG,"Jul 27, 2020",78.7
Afghanistan,AFG,"Jul 28, 2020",78.7
Afghanistan,AFG,"Jul 29, 2020",78.7
Afghanistan,AFG,"Jul 30, 2020",78.7
Afghanistan,AFG,"Jul 31, 2020",78.7
Afghanistan,AFG,"Aug 1, 2020",78.7
Afghanistan,AFG,"Aug 2, 2020",78.7
Afghanistan,AFG,"Aug 3, 2020",78.7
Afghanistan,AFG,"Aug 4, 2020",75
Afghanistan,AFG,"Aug 5, 2020",71.3
Afghanistan,AFG,"Aug 6, 2020",71.3
Afghanistan,AFG,"Aug 7, 2020",71.3
Afghanistan,AFG,"Aug 8, 2020",71.3
Afghanistan,AFG,"Aug 9, 2020",71.3
Afghanistan,AFG,"Aug 10, 2020",71.3
Afghanistan,AFG,"Aug 11, 2020",71.3
Afghanistan,AFG,"Aug 12, 2020",71.3
Afghanistan,AFG,"Aug 13, 2020",71.3
Afghanistan,AFG,"Aug 14, 2020",71.3
Afghanistan,AFG,"Aug 15, 2020",60.19
Afghanistan,AFG,"Aug 16, 2020",60.19
Afghanistan,AFG,"Aug 17, 2020",60.19
Afghanistan,AFG,"Aug 18, 2020",48.15
Afghanistan,AFG,"Aug 19, 2020",48.15
Afghanistan,AFG,"Aug 20, 2020",48.15
Afghanistan,AFG,"Aug 21, 2020",48.15
Afghanistan,AFG,"Aug 22, 2020",48.15
Afghanistan,AFG,"Aug 23, 2020",48.15
Afghanistan,AFG,"Aug 24, 2020",48.15
Afghanistan,AFG,"Aug 25, 2020",48.15
Afghanistan,AFG,"Aug 26, 2020",21.3
Afghanistan,AFG,"Aug 27, 2020",21.3
Afghanistan,AFG,"Aug 28, 2020",21.3
Afghanistan,AFG,"Aug 29, 2020",21.3
Afghanistan,AFG,"Aug 30, 2020",21.3
Afghanistan,AFG,"Aug 31, 2020",21.3
Afghanistan,AFG,"Sep 1, 2020",21.3
Afghanistan,AFG,"Sep 2, 2020",21.3
Afghanistan,AFG,"Sep 3, 2020",21.3
Afghanistan,AFG,"Sep 4, 2020",21.3
Albania,ALB,"Jan 1, 2020",0
Albania,ALB,"Jan 2, 2020",0
Albania,ALB,"Jan 3, 2020",0
Albania,ALB,"Jan 4, 2020",0
Albania,ALB,"Jan 5, 2020",0
Albania,ALB,"Jan 6, 2020",0
Albania,ALB,"Jan 7, 2020",0
Albania,ALB,"Jan 8, 2020",0
Albania,ALB,"Jan 9, 2020",0
Albania,ALB,"Jan 10, 2020",0
Albania,ALB,"Jan 11, 2020",0
Albania,ALB,"Jan 12, 2020",0
Albania,ALB,"Jan 13, 2020",0
Albania,ALB,"Jan 14, 2020",0
Albania,ALB,"Jan 15, 2020",0
Albania,ALB,"Jan 16, 2020",0
Albania,ALB,"Jan 17, 2020",0
Albania,ALB,"Jan 18, 2020",0
Albania,ALB,"Jan 19, 2020",0
Albania,ALB,"Jan 20, 2020",0
Albania,ALB,"Jan 21, 2020",0
Albania,ALB,"Jan 22, 2020",0
Albania,ALB,"Jan 23, 2020",0
Albania,ALB,"Jan 24, 2020",0
Albania,ALB,"Jan 25, 2020",0
Albania,ALB,"Jan 26, 2020",0
Albania,ALB,"Jan 27, 2020",0
Albania,ALB,"Jan 28, 2020",0
Albania,ALB,"Jan 29, 2020",0
Albania,ALB,"Jan 30, 2020",0
Albania,ALB,"Jan 31, 2020",0
Albania,ALB,"Feb 1, 2020",0
Albania,ALB,"Feb 2, 2020",0
Albania,ALB,"Feb 3, 2020",0
Albania,ALB,"Feb 4, 2020",0
Albania,ALB,"Feb 5, 2020",0
Albania,ALB,"Feb 6, 2020",0
Albania,ALB,"Feb 7, 2020",0
Albania,ALB,"Feb 8, 2020",0
Albania,ALB,"Feb 9, 2020",0
Albania,ALB,"Feb 10, 2020",0
Albania,ALB,"Feb 11, 2020",0
Albania,ALB,"Feb 12, 2020",0
Albania,ALB,"Feb 13, 2020",0
Albania,ALB,"Feb 14, 2020",5.56
Albania,ALB,"Feb 15, 2020",5.56
Albania,ALB,"Feb 16, 2020",5.56
Albania,ALB,"Feb 17, 2020",5.56
Albania,ALB,"Feb 18, 2020",5.56
Albania,ALB,"Feb 19, 2020",5.56
Albania,ALB,"Feb 20, 2020",5.56
Albania,ALB,"Feb 21, 2020",5.56
Albania,ALB,"Feb 22, 2020",5.56
Albania,ALB,"Feb 23, 2020",5.56
Albania,ALB,"Feb 24, 2020",5.56
Albania,ALB,"Feb 25, 2020",8.33
Albania,ALB,"Feb 26, 2020",8.33
Albania,ALB,"Feb 27, 2020",8.33
Albania,ALB,"Feb 28, 2020",8.33
Albania,ALB,"Feb 29, 2020",8.33
Albania,ALB,"Mar 1, 2020",8.33
Albania,ALB,"Mar 2, 2020",8.33
Albania,ALB,"Mar 3, 2020",8.33
Albania,ALB,"Mar 4, 2020",8.33
Albania,ALB,"Mar 5, 2020",8.33
Albania,ALB,"Mar 6, 2020",8.33
Albania,ALB,"Mar 7, 2020",8.33
Albania,ALB,"Mar 8, 2020",8.33
Albania,ALB,"Mar 9, 2020",36.11
Albania,ALB,"Mar 10, 2020",41.67
Albania,ALB,"Mar 11, 2020",51.85
Albania,ALB,"Mar 12, 2020",51.85
Albania,ALB,"Mar 13, 2020",78.7
Albania,ALB,"Mar 14, 2020",78.7
Albania,ALB,"Mar 15, 2020",81.48
Albania,ALB,"Mar 16, 2020",81.48
Albania,ALB,"Mar 17, 2020",81.48
Albania,ALB,"Mar 18, 2020",81.48
Albania,ALB,"Mar 19, 2020",81.48
Albania,ALB,"Mar 20, 2020",81.48
Albania,ALB,"Mar 21, 2020",81.48
Albania,ALB,"Mar 22, 2020",81.48
Albania,ALB,"Mar 23, 2020",84.26
Albania,ALB,"Mar 24, 2020",84.26
Albania,ALB,"Mar 25, 2020",84.26
Albania,ALB,"Mar 26, 2020",84.26
Albania,ALB,"Mar 27, 2020",84.26
Albania,ALB,"Mar 28, 2020",84.26
Albania,ALB,"Mar 29, 2020",84.26
Albania,ALB,"Mar 30, 2020",84.26
Albania,ALB,"Mar 31, 2020",84.26
Albania,ALB,"Apr 1, 2020",84.26
Albania,ALB,"Apr 2, 2020",84.26
Albania,ALB,"Apr 3, 2020",84.26
Albania,ALB,"Apr 4, 2020",84.26
Albania,ALB,"Apr 5, 2020",84.26
Albania,ALB,"Apr 6, 2020",84.26
Albania,ALB,"Apr 7, 2020",84.26
Albania,ALB,"Apr 8, 2020",84.26
Albania,ALB,"Apr 9, 2020",84.26
Albania,ALB,"Apr 10, 2020",84.26
Albania,ALB,"Apr 11, 2020",84.26
Albania,ALB,"Apr 12, 2020",84.26
Albania,ALB,"Apr 13, 2020",84.26
Albania,ALB,"Apr 14, 2020",84.26
Albania,ALB,"Apr 15, 2020",84.26
Albania,ALB,"Apr 16, 2020",84.26
Albania,ALB,"Apr 17, 2020",84.26
Albania,ALB,"Apr 18, 2020",89.81
Albania,ALB,"Apr 19, 2020",89.81
Albania,ALB,"Apr 20, 2020",89.81
Albania,ALB,"Apr 21, 2020",89.81
Albania,ALB,"Apr 22, 2020",89.81
Albania,ALB,"Apr 23, 2020",89.81
Albania,ALB,"Apr 24, 2020",89.81
Albania,ALB,"Apr 25, 2020",89.81
Albania,ALB,"Apr 26, 2020",89.81
Albania,ALB,"Apr 27, 2020",89.81
Albania,ALB,"Apr 28, 2020",89.81
Albania,ALB,"Apr 29, 2020",89.81
Albania,ALB,"Apr 30, 2020",89.81
Albania,ALB,"May 1, 2020",89.81
Albania,ALB,"May 2, 2020",89.81
Albania,ALB,"May 3, 2020",89.81
Albania,ALB,"May 4, 2020",89.81
Albania,ALB,"May 5, 2020",89.81
Albania,ALB,"May 6, 2020",89.81
Albania,ALB,"May 7, 2020",89.81
Albania,ALB,"May 8, 2020",89.81
Albania,ALB,"May 9, 2020",89.81
Albania,ALB,"May 10, 2020",89.81
Albania,ALB,"May 11, 2020",89.81
Albania,ALB,"May 12, 2020",89.81
Albania,ALB,"May 13, 2020",89.81
Albania,ALB,"May 14, 2020",89.81
Albania,ALB,"May 15, 2020",89.81
Albania,ALB,"May 16, 2020",89.81
Albania,ALB,"May 17, 2020",89.81
Albania,ALB,"May 18, 2020",83.33
Albania,ALB,"May 19, 2020",83.33
Albania,ALB,"May 20, 2020",83.33
Albania,ALB,"May 21, 2020",83.33
Albania,ALB,"May 22, 2020",83.33
Albania,ALB,"May 23, 2020",83.33
Albania,ALB,"May 24, 2020",83.33
Albania,ALB,"May 25, 2020",83.33
Albania,ALB,"May 26, 2020",86.11
Albania,ALB,"May 27, 2020",86.11
Albania,ALB,"May 28, 2020",86.11
Albania,ALB,"May 29, 2020",86.11
Albania,ALB,"May 30, 2020",86.11
Albania,ALB,"May 31, 2020",86.11
Albania,ALB,"Jun 1, 2020",67.59
Albania,ALB,"Jun 2, 2020",67.59
Albania,ALB,"Jun 3, 2020",67.59
Albania,ALB,"Jun 4, 2020",67.59
Albania,ALB,"Jun 5, 2020",67.59
Albania,ALB,"Jun 6, 2020",67.59
Albania,ALB,"Jun 7, 2020",67.59
Albania,ALB,"Jun 8, 2020",67.59
Albania,ALB,"Jun 9, 2020",67.59
Albania,ALB,"Jun 10, 2020",67.59
Albania,ALB,"Jun 11, 2020",67.59
Albania,ALB,"Jun 12, 2020",67.59
Albania,ALB,"Jun 13, 2020",67.59
Albania,ALB,"Jun 14, 2020",67.59
Albania,ALB,"Jun 15, 2020",67.59
Albania,ALB,"Jun 16, 2020",67.59
Albania,ALB,"Jun 17, 2020",67.59
Albania,ALB,"Jun 18, 2020",67.59
Albania,ALB,"Jun 19, 2020",67.59
Albania,ALB,"Jun 20, 2020",67.59
Albania,ALB,"Jun 21, 2020",67.59
Albania,ALB,"Jun 22, 2020",64.81
Albania,ALB,"Jun 23, 2020",64.81
Albania,ALB,"Jun 24, 2020",64.81
Albania,ALB,"Jun 25, 2020",64.81
Albania,ALB,"Jun 26, 2020",64.81
Albania,ALB,"Jun 27, 2020",64.81
Albania,ALB,"Jun 28, 2020",64.81
Albania,ALB,"Jun 29, 2020",64.81
Albania,ALB,"Jun 30, 2020",64.81
Albania,ALB,"Jul 1, 2020",64.81
Albania,ALB,"Jul 2, 2020",64.81
Albania,ALB,"Jul 3, 2020",64.81
Albania,ALB,"Jul 4, 2020",64.81
Albania,ALB,"Jul 5, 2020",64.81
Albania,ALB,"Jul 6, 2020",59.26
Albania,ALB,"Jul 7, 2020",59.26
Albania,ALB,"Jul 8, 2020",59.26
Albania,ALB,"Jul 9, 2020",59.26
Albania,ALB,"Jul 10, 2020",59.26
Albania,ALB,"Jul 11, 2020",59.26
Albania,ALB,"Jul 12, 2020",59.26
Albania,ALB,"Jul 13, 2020",59.26
Albania,ALB,"Jul 14, 2020",59.26
Albania,ALB,"Jul 15, 2020",59.26
Albania,ALB,"Jul 16, 2020",59.26
Albania,ALB,"Jul 17, 2020",59.26
Albania,ALB,"Jul 18, 2020",59.26
Albania,ALB,"Jul 19, 2020",59.26
Albania,ALB,"Jul 20, 2020",59.26
Albania,ALB,"Jul 21, 2020",59.26
Albania,ALB,"Jul 22, 2020",59.26
Albania,ALB,"Jul 23, 2020",59.26
Albania,ALB,"Jul 24, 2020",59.26
Albania,ALB,"Jul 25, 2020",59.26
Albania,ALB,"Jul 26, 2020",59.26
Albania,ALB,"Jul 27, 2020",59.26
Albania,ALB,"Jul 28, 2020",59.26
Albania,ALB,"Jul 29, 2020",59.26
Albania,ALB,"Jul 30, 2020",59.26
Albania,ALB,"Jul 31, 2020",59.26
Albania,ALB,"Aug 1, 2020",59.26
Albania,ALB,"Aug 2, 2020",59.26
Albania,ALB,"Aug 3, 2020",59.26
Albania,ALB,"Aug 4, 2020",59.26
Albania,ALB,"Aug 5, 2020",59.26
Albania,ALB,"Aug 6, 2020",59.26
Albania,ALB,"Aug 7, 2020",53.7
Albania,ALB,"Aug 8, 2020",53.7
Albania,ALB,"Aug 9, 2020",53.7
Albania,ALB,"Aug 10, 2020",53.7
Albania,ALB,"Aug 11, 2020",53.7
Albania,ALB,"Aug 12, 2020",53.7
Albania,ALB,"Aug 13, 2020",53.7
Albania,ALB,"Aug 14, 2020",53.7
Albania,ALB,"Aug 15, 2020",53.7
Albania,ALB,"Aug 16, 2020",53.7
Albania,ALB,"Aug 17, 2020",53.7
Albania,ALB,"Aug 18, 2020",53.7
Albania,ALB,"Aug 19, 2020",53.7
Albania,ALB,"Aug 20, 2020",53.7
Albania,ALB,"Aug 21, 2020",53.7
Albania,ALB,"Aug 22, 2020",53.7
Albania,ALB,"Aug 23, 2020",53.7
Albania,ALB,"Aug 24, 2020",53.7
Albania,ALB,"Aug 25, 2020",53.7
Albania,ALB,"Aug 26, 2020",53.7
Albania,ALB,"Aug 27, 2020",53.7
Algeria,DZA,"Jan 1, 2020",0
Algeria,DZA,"Jan 2, 2020",0
Algeria,DZA,"Jan 3, 2020",0
Algeria,DZA,"Jan 4, 2020",0
Algeria,DZA,"Jan 5, 2020",0
Algeria,DZA,"Jan 6, 2020",0
Algeria,DZA,"Jan 7, 2020",0
Algeria,DZA,"Jan 8, 2020",0
Algeria,DZA,"Jan 9, 2020",0
Algeria,DZA,"Jan 10, 2020",0
Algeria,DZA,"Jan 11, 2020",0
Algeria,DZA,"Jan 12, 2020",0
Algeria,DZA,"Jan 13, 2020",0
Algeria,DZA,"Jan 14, 2020",0
Algeria,DZA,"Jan 15, 2020",0
Algeria,DZA,"Jan 16, 2020",0
Algeria,DZA,"Jan 17, 2020",0
Algeria,DZA,"Jan 18, 2020",0
Algeria,DZA,"Jan 19, 2020",0
Algeria,DZA,"Jan 20, 2020",0
Algeria,DZA,"Jan 21, 2020",0
Algeria,DZA,"Jan 22, 2020",0
Algeria,DZA,"Jan 23, 2020",0
Algeria,DZA,"Jan 24, 2020",0
Algeria,DZA,"Jan 25, 2020",0
Algeria,DZA,"Jan 26, 2020",0
Algeria,DZA,"Jan 27, 2020",0
Algeria,DZA,"Jan 28, 2020",0
Algeria,DZA,"Jan 29, 2020",0
Algeria,DZA,"Jan 30, 2020",0
Algeria,DZA,"Jan 31, 2020",0
Algeria,DZA,"Feb 1, 2020",0
Algeria,DZA,"Feb 2, 2020",0
Algeria,DZA,"Feb 3, 2020",0
Algeria,DZA,"Feb 4, 2020",0
Algeria,DZA,"Feb 5, 2020",0
Algeria,DZA,"Feb 6, 2020",0
Algeria,DZA,"Feb 7, 2020",0
Algeria,DZA,"Feb 8, 2020",0
Algeria,DZA,"Feb 9, 2020",0
Algeria,DZA,"Feb 10, 2020",0
Algeria,DZA,"Feb 11, 2020",0
Algeria,DZA,"Feb 12, 2020",0
Algeria,DZA,"Feb 13, 2020",0
Algeria,DZA,"Feb 14, 2020",0
Algeria,DZA,"Feb 15, 2020",0
Algeria,DZA,"Feb 16, 2020",0
Algeria,DZA,"Feb 17, 2020",0
Algeria,DZA,"Feb 18, 2020",0
Algeria,DZA,"Feb 19, 2020",0
Algeria,DZA,"Feb 20, 2020",0
Algeria,DZA,"Feb 21, 2020",0
Algeria,DZA,"Feb 22, 2020",0
Algeria,DZA,"Feb 23, 2020",0
Algeria,DZA,"Feb 24, 2020",0
Algeria,DZA,"Feb 25, 2020",0
Algeria,DZA,"Feb 26, 2020",0
Algeria,DZA,"Feb 27, 2020",0
Algeria,DZA,"Feb 28, 2020",0
Algeria,DZA,"Feb 29, 2020",0
Algeria,DZA,"Mar 1, 2020",0
Algeria,DZA,"Mar 2, 2020",0
Algeria,DZA,"Mar 3, 2020",0
Algeria,DZA,"Mar 4, 2020",0
Algeria,DZA,"Mar 5, 2020",5.56
Algeria,DZA,"Mar 6, 2020",5.56
Algeria,DZA,"Mar 7, 2020",5.56
Algeria,DZA,"Mar 8, 2020",5.56
Algeria,DZA,"Mar 9, 2020",5.56
Algeria,DZA,"Mar 10, 2020",16.67
Algeria,DZA,"Mar 11, 2020",16.67
Algeria,DZA,"Mar 12, 2020",30.56
Algeria,DZA,"Mar 13, 2020",30.56
Algeria,DZA,"Mar 14, 2020",36.11
Algeria,DZA,"Mar 15, 2020",36.11
Algeria,DZA,"Mar 16, 2020",36.11
Algeria,DZA,"Mar 17, 2020",38.89
Algeria,DZA,"Mar 18, 2020",38.89
Algeria,DZA,"Mar 19, 2020",38.89
Algeria,DZA,"Mar 20, 2020",38.89
Algeria,DZA,"Mar 21, 2020",38.89
Algeria,DZA,"Mar 22, 2020",38.89
Algeria,DZA,"Mar 23, 2020",75
Algeria,DZA,"Mar 24, 2020",75
Algeria,DZA,"Mar 25, 2020",75
Algeria,DZA,"Mar 26, 2020",75
Algeria,DZA,"Mar 27, 2020",75
Algeria,DZA,"Mar 28, 2020",75
Algeria,DZA,"Mar 29, 2020",75
Algeria,DZA,"Mar 30, 2020",86.57
Algeria,DZA,"Mar 31, 2020",86.57
Algeria,DZA,"Apr 1, 2020",86.57
Algeria,DZA,"Apr 2, 2020",86.57
Algeria,DZA,"Apr 3, 2020",86.57
Algeria,DZA,"Apr 4, 2020",86.57
Algeria,DZA,"Apr 5, 2020",86.57
Algeria,DZA,"Apr 6, 2020",86.57
Algeria,DZA,"Apr 7, 2020",86.57
Algeria,DZA,"Apr 8, 2020",86.57
Algeria,DZA,"Apr 9, 2020",86.57
Algeria,DZA,"Apr 10, 2020",86.57
Algeria,DZA,"Apr 11, 2020",86.57
